customerid,gender,paperlessbilling,paymentmethod,children,contract_date,married,birth_date,churn_date,country,zipcode,contract_channel,billing_date,monthlycharges,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,phone_lines,streaming,date,tenure_months,tenure_penalty,age
4b1cd7fa0b090c01e7cfda77690eb2d1,Male,Yes,Electronic check,0,2022-12-12,No,2002-02-19,2023-06-10,ES,39340,Store,2023-01-31,101.45,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,4,88.93,22
4b3a0e6396a705f2c2c0d35799d14989,Male,Yes,Electronic check,1,2021-10-20,No,1996-10-09,,ES,08574,Store,2023-01-31,91.0,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,4,86.75,28
4b52c59e6fa987ec0d092fb3d53a8fe1,Female,Yes,Mailed check,0,2021-12-11,No,2010-02-27,,ES,19089,Store,2023-01-31,81.9,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,6,121.59,14
4b5532945a8a4f3d02f413bfbc19a6c9,Male,Yes,Credit card (automatic),0,2021-11-28,Yes,1968-12-09,,ES,26547,Store,2023-01-31,66.6,DSL,No,No,No,Yes,2.0,Yes,2023-01-31,3,31.84,56
4b624d08635e03b0533ed5f4d3d01fcd,Female,Yes,Credit card (automatic),0,2017-01-27,Yes,1981-08-21,,ES,48170,Phone,2023-01-31,84.4,DSL,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,5,78.77,43
4b8bf1c843d11d610843d1c3d091dbd7,Female,No,Mailed check,2,2019-12-07,Yes,1973-02-12,,ES,18170,Internet,2023-01-31,26.45,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,10,103.52,51
4b933a3ea7ea149a582fb7ae5b2a8c64,Female,Yes,Credit card (automatic),1,2020-02-18,Yes,1977-07-13,,ES,29608,Phone,2023-01-31,25.4,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,13,305.34,47
4b9b9515263ebb87a5af80bb226f7cb0,Female,Yes,Credit card (automatic),0,2018-03-18,Yes,2009-11-05,,ES,36074,Store,2023-01-31,110.65,Fiber optic,Yes,Yes,Yes,No,2.0,Yes,2023-01-31,4,66.82,15
4bc9d6aa29b410039b2e33348c140df4,Male,No,Bank transfer (automatic),0,2017-12-12,Yes,1935-01-05,,ES,42167,Store,2023-01-31,25.0,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,11,151.81,90
4c35e3ed8b00a587abb10f1652ec8050,Female,No,Mailed check,1,2023-01-12,Yes,1995-05-08,,ES,32214,Phone,2023-01-31,73.35,DSL,No,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,52.57,29
4c7205de0e6d4893a2e3ef99590d2b50,Male,No,Electronic check,0,2020-04-25,Yes,1967-03-23,,ES,35121,Phone,2023-01-31,91.25,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,13,133.88,57
4c7c9b90b3ce30aae0c32b02d30b23f3,Male,No,Bank transfer (automatic),0,2022-11-11,No,1993-07-03,2023-08-14,ES,26622,Phone,2023-01-31,62.05,DSL,No,No,No,No,2.0,Yes,2023-01-31,2,26.1,31
4c7ca2831beb1a7c85c83f6c489c1615,Male,No,Electronic check,0,2021-06-26,No,1997-02-09,,ES,26087,Phone,2023-01-31,59.55,DSL,No,No,Yes,Yes,2.0,No,2023-01-31,3,57.55,27
4c96949e14d975a0155c2427fd4e0617,Female,No,Mailed check,2,2019-01-26,No,2007-08-21,,ES,44029,Store,2023-01-31,19.95,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,13,241.8,17
4c9949560d6826a01ea3e041e178f37a,Female,No,Bank transfer (automatic),2,2020-07-03,Yes,2006-05-01,,ES,35218,Phone,2023-01-31,19.55,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,13,265.7,18
4ca62b2c60cdb55e571e27b212434705,Female,Yes,Electronic check,2,2018-10-15,Yes,2008-01-11,,ES,31589,Internet,2023-01-31,90.15,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,7,103.4,16
4ca98cc7907e70c3d0bd13544692748e,Female,No,Mailed check,1,2022-10-28,No,1988-07-15,,ES,29336,Store,2023-01-31,29.65,DSL,No,Yes,No,No,0.0,No,2023-01-31,5,99.47,36
4cca2bab4d4653c64d2305567b072f22,Female,Yes,Electronic check,0,2022-04-10,No,1971-04-27,2023-06-12,ES,23363,Phone,2023-01-31,79.55,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,3,38.56,53
4cd3cdc182a8a292d9a8cf7c01f8911c,Female,No,Credit card (automatic),0,2017-03-19,Yes,2011-06-14,,ES,39184,Phone,2023-01-31,19.85,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,165.25,13
4cd53d1478d299e9b7f40fa65a70d67b,Female,No,Electronic check,0,2021-05-09,Yes,1984-08-21,2023-08-04,ES,51022,Store,2023-01-31,82.4,Fiber optic,Yes,No,No,No,2.0,No,2023-01-31,4,94.49,40
4ce8a55f86b1659cf0f23d5d9460e83c,Male,Yes,Bank transfer (automatic),0,2017-01-28,Yes,1934-05-26,,ES,29582,Store,2023-01-31,93.05,Fiber optic,Yes,Yes,Yes,Yes,2.0,No,2023-01-31,8,192.55,90
4cee11da916e2b1ee2b1d4ebaf96a9be,Male,No,Electronic check,0,2019-03-18,No,1957-02-10,2023-06-17,ES,33336,Internet,2023-01-31,85.0,Fiber optic,Yes,No,No,No,1.0,Yes,2023-01-31,4,86.35,67
4cf10a905a78f6c4e260f05efb0de147,Female,No,Bank transfer (automatic),0,2019-12-15,No,1984-10-28,,ES,47306,Phone,2023-01-31,91.2,Fiber optic,Yes,Yes,Yes,No,2.0,No,2023-01-31,8,107.07,40
4d0db075595d115d2d75323b0784a06b,Male,No,Electronic check,0,2022-03-21,No,1993-10-07,,ES,10160,Phone,2023-01-31,75.05,Fiber optic,No,No,No,No,2.0,No,2023-01-31,9,111.21,31
4d0eac0c4bc9a76c8f4f4de4e462399a,Male,Yes,Bank transfer (automatic),2,2017-06-23,Yes,1973-09-19,,ES,04587,Phone,2023-01-31,60.4,DSL,Yes,No,Yes,Yes,1.0,No,2023-01-31,12,157.47,51
4d1914eef4217efd131e5aec25e40eb0,Female,Yes,Bank transfer (automatic),0,2021-07-20,No,2001-08-06,2023-04-21,ES,35539,Store,2023-01-31,99.85,Fiber optic,No,No,No,Yes,2.0,Yes,2023-01-31,3,48.01,23
4d29f2f466e53107b319e805ea118080,Male,No,Credit card (automatic),0,2018-04-19,No,1997-06-23,,ES,41187,Phone,2023-01-31,53.35,DSL,No,No,Yes,Yes,0.0,Yes,2023-01-31,7,78.15,27
4d2c67e69f007634425b5c4d0ad14e3d,Male,Yes,Mailed check,0,2017-04-02,No,2000-01-22,,ES,34649,Phone,2023-01-31,19.1,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,6,120.51,24
4d2fd09627ffbf2a4ac7a20ffdfa23da,Female,No,Mailed check,0,2022-07-15,No,1994-10-27,,ES,36294,Phone,2023-01-31,20.0,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,11,134.76,30
4d4a8953b4b2a7db084fe2cf46e0e171,Female,No,Credit card (automatic),2,2018-08-20,Yes,1992-04-01,,ES,44236,Internet,2023-01-31,60.6,DSL,No,No,Yes,No,1.0,Yes,2023-01-31,13,199.19,32
4d5ce04e483f7712c6c14a3ab87b41cc,Female,Yes,Electronic check,0,2018-07-26,No,1964-01-11,2023-04-17,ES,35398,Store,2023-01-31,100.1,Fiber optic,No,No,No,Yes,2.0,Yes,2023-01-31,4,77.59,61
4d8b50ecd616686a7b3277cb82564e2d,Male,No,Electronic check,0,2018-09-04,No,1998-08-02,,ES,44422,Phone,2023-01-31,91.25,Fiber optic,Yes,No,Yes,No,1.0,Yes,2023-01-31,5,122.39,26
4d979aff3d7a7f24af629a8f10fce3f7,Female,No,Mailed check,0,2022-12-17,No,1985-06-21,,ES,15096,Internet,2023-01-31,20.15,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,7,172.48,39
4d9b507dc68a8cc9eac05b3c1af7a229,Male,No,Bank transfer (automatic),2,2017-01-11,Yes,1973-06-07,,ES,44008,Internet,2023-01-31,105.5,Fiber optic,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,9,162.55,51
4db4848f7c9a0d8110fbc79f9b3a324b,Male,No,Electronic check,1,2017-06-11,Yes,1966-07-14,,ES,49114,Internet,2023-01-31,89.55,Fiber optic,Yes,Yes,No,Yes,2.0,No,2023-01-31,4,64.86,58
4dbbb0e7c461e93a7584954e301cae1e,Female,Yes,Electronic check,0,2022-07-24,No,1983-12-15,,ES,30169,Phone,2023-01-31,89.75,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,9,184.13,41
4dc1c61ffa916973782dc0c6210980c5,Male,Yes,Credit card (automatic),0,2021-03-16,No,1988-01-08,2023-06-25,ES,01054,Internet,2023-01-31,55.15,DSL,No,Yes,No,Yes,1.0,No,2023-01-31,4,43.08,37
4dd32e0f58dbb89469b1272fdb9e13c8,Male,No,Mailed check,0,2021-03-01,No,2007-05-09,,ES,48414,Internet,2023-01-31,19.6,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,8,142.06,17
4dd3b49250b498598c12636f3dcb2f99,Female,No,Bank transfer (automatic),0,2017-01-27,Yes,1964-09-21,,ES,50125,Internet,2023-01-31,64.75,DSL,Yes,Yes,No,Yes,2.0,No,2023-01-31,13,248.56,60
4dd790390ea37f2ac2eadcc2fcb7f819,Male,Yes,Credit card (automatic),0,2017-01-16,Yes,1945-04-27,,ES,01278,Phone,2023-01-31,84.8,Fiber optic,Yes,Yes,No,Yes,1.0,No,2023-01-31,4,64.57,79
4de07f8d6333dd084cf70bd5bfb8890e,Male,No,Electronic check,0,2022-11-12,Yes,1998-03-19,2023-04-06,ES,31543,Phone,2023-01-31,76.4,Fiber optic,No,No,Yes,No,1.0,No,2023-01-31,4,94.66,26
4de5b612af016ac812852b05946e3986,Male,Yes,Credit card (automatic),2,2017-01-02,Yes,1990-07-09,,ES,49275,Phone,2023-01-31,97.75,Fiber optic,Yes,Yes,No,Yes,2.0,Yes,2023-01-31,12,163.09,34
4e2e1fdc365486bbd235e9413cdae681,Female,Yes,Credit card (automatic),0,2022-08-03,No,2008-07-28,,ES,40392,Phone,2023-01-31,50.95,DSL,No,Yes,No,No,0.0,Yes,2023-01-31,3,71.05,16
4e2e30fda3d9b0a16b89cfc7aff83e90,Male,Yes,Credit card (automatic),0,2017-10-27,Yes,1965-07-11,,ES,44313,Phone,2023-01-31,110.1,Fiber optic,Yes,Yes,Yes,Yes,1.0,Yes,2023-01-31,9,149.38,59
4e368d5f58eaf7bdcfda136f05758b12,Female,No,Mailed check,0,2022-12-18,No,1960-09-14,2023-05-11,ES,03237,Phone,2023-01-31,50.55,DSL,No,No,No,No,2.0,No,2023-01-31,1,25.0,64
4e431d7a018d1106da3562270c87102e,Female,No,Mailed check,2,2019-05-19,No,1995-12-19,,ES,16126,Phone,2023-01-31,19.9,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,44.44,29
4e55d8ee83820dcb8ea25954e234845f,Male,No,Electronic check,0,2018-10-19,No,1982-10-15,,ES,02421,Internet,2023-01-31,19.1,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,9,160.07,42
4e5e91bbedba1666cb67f2012d5b5361,Female,Yes,Electronic check,0,2022-12-18,No,2009-07-26,,ES,42323,Phone,2023-01-31,70.25,Fiber optic,No,No,No,No,1.0,No,2023-01-31,2,34.44,15
4e6894f21b130d9f9861bf8d80a1383d,Female,Yes,Credit card (automatic),1,2022-12-01,Yes,1967-12-19,2023-07-01,ES,50113,Phone,2023-01-31,20.15,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,47.96,57
4e6de9e504e9b103fe9bef887ab06391,Female,Yes,Credit card (automatic),2,2017-06-19,Yes,1986-08-09,2023-06-18,ES,15576,Phone,2023-01-31,108.75,Fiber optic,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,4,87.67,38
4e755e30c7b4aa89a4adcc31b0e7347d,Male,No,Electronic check,1,2018-08-19,Yes,1994-01-03,,ES,03372,Internet,2023-01-31,71.85,DSL,Yes,No,No,Yes,2.0,Yes,2023-01-31,12,262.2,31
4e7a01ee9193f5e2e0cc6161ddc5a8c4,Male,No,Electronic check,0,2022-12-25,No,1996-01-02,2023-05-04,ES,43058,Store,2023-01-31,84.5,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,1,15.99,29
4e806d995b1e057706781ce5a10c7756,Male,No,Mailed check,1,2022-07-27,Yes,1984-12-10,,ES,35624,Internet,2023-01-31,19.45,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,13,233.12,40
4e8099e9c009464161abf9f3c9977ab9,Male,No,Mailed check,0,2022-10-18,No,1983-05-02,,ES,40302,Internet,2023-01-31,54.65,DSL,No,No,No,No,1.0,Yes,2023-01-31,10,207.76,41
4eb07f0175aa8794ea89d9a3cdac9687,Female,No,Credit card (automatic),0,2017-08-13,Yes,2011-01-02,,ES,34025,Internet,2023-01-31,58.9,DSL,Yes,No,Yes,Yes,1.0,No,2023-01-31,6,105.32,14
4ebc29e87b761e0cb5cf0fc410dd955a,Female,No,Electronic check,0,2019-12-09,Yes,2001-12-07,,ES,50135,Phone,2023-01-31,45.4,DSL,Yes,No,No,Yes,0.0,Yes,2023-01-31,8,140.85,23
4ecd3879ec0bb33ca4c8f13cabbde131,Male,Yes,Electronic check,0,2022-12-25,No,1952-09-24,2023-05-01,ES,01291,Phone,2023-01-31,88.8,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,10,235.78,72
4ed0bb1af9aea6b409ba4ba62bfb2d1f,Male,Yes,Electronic check,0,2018-02-13,No,1982-06-01,,ES,04316,Store,2023-01-31,64.65,DSL,No,No,Yes,Yes,1.0,Yes,2023-01-31,8,128.3,42
4f021e2c62b6d9fbc287a11242ad0488,Male,No,Bank transfer (automatic),0,2021-01-13,No,1980-08-16,,ES,06648,Phone,2023-01-31,60.45,DSL,Yes,Yes,No,Yes,1.0,No,2023-01-31,11,281.93,44
4f05ad603fe2ad114780732aa12fd53e,Female,No,Electronic check,1,2022-08-12,Yes,1983-02-18,,ES,35044,Internet,2023-01-31,34.25,DSL,No,Yes,No,Yes,0.0,No,2023-01-31,10,227.47,41
4f22cac97471a06bc32c3f037c8b75ab,Male,No,Bank transfer (automatic),0,2017-06-17,No,1990-02-05,,ES,35571,Phone,2023-01-31,50.55,DSL,No,No,No,Yes,1.0,No,2023-01-31,10,179.85,34
4f2f033373320c7205866c5aa6fc8400,Male,Yes,Bank transfer (automatic),0,2018-12-19,Yes,1969-11-22,2023-06-10,ES,45107,Store,2023-01-31,99.05,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,1,14.37,55
4f39a1d311c86d2f8f59e6addb8bbc58,Male,Yes,Bank transfer (automatic),0,2018-04-17,Yes,1993-12-13,,ES,51362,Phone,2023-01-31,57.5,DSL,No,Yes,Yes,Yes,0.0,Yes,2023-01-31,11,199.72,31
4f7fd58a86bbe6dee16f63974554e1f1,Female,No,Mailed check,0,2020-09-11,Yes,1982-04-13,,ES,06570,Store,2023-01-31,20.5,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,8,172.1,42
4f8db448cf9c134dec0ce2c2c461df27,Female,Yes,Credit card (automatic),0,2018-10-01,Yes,1990-05-24,,ES,09633,Phone,2023-01-31,78.65,DSL,No,Yes,No,Yes,2.0,Yes,2023-01-31,11,268.3,34
4fada9d5bcced92a0419e64c15b62e5a,Male,Yes,Electronic check,0,2022-07-28,No,1955-04-17,,ES,33634,Internet,2023-01-31,79.7,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,6,152.97,69
4fd5b2582325019fabd6180d0072aaeb,Male,Yes,Credit card (automatic),0,2019-04-14,No,1968-04-22,,ES,48634,Store,2023-01-31,108.45,Fiber optic,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,13,203.94,56
4fea91ffae20ca5e56462f7fa9fd171f,Male,Yes,Electronic check,0,2022-12-02,No,1996-05-06,2023-08-22,ES,48560,Store,2023-01-31,70.05,Fiber optic,No,No,No,No,1.0,No,2023-01-31,1,19.84,28
5011dc3718bde9e80d283e3ec4535dc6,Male,No,Bank transfer (automatic),0,2017-01-20,No,1966-03-11,,ES,42571,Phone,2023-01-31,86.65,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,13,256.72,58
501b97c87052eb73077e6b83e29cab2f,Female,Yes,Electronic check,0,2019-02-26,Yes,1968-12-10,,ES,06061,Internet,2023-01-31,100.5,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,10,107.7,56
5023ca03488b686b5397ecf051b82f5f,Female,Yes,Electronic check,0,2021-09-11,No,1937-10-18,2023-06-26,ES,03468,Internet,2023-01-31,96.15,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,1,13.86,87
50298d7d05fee4998b207f3237956d9d,Male,Yes,Electronic check,0,2019-10-08,Yes,1948-01-11,2023-09-27,ES,43633,Phone,2023-01-31,105.65,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,2,22.72,77
5029a5142a53859253d69fd588588c9a,Female,No,Bank transfer (automatic),1,2017-01-11,Yes,1995-07-03,,ES,45106,Store,2023-01-31,23.75,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,10,138.15,29
5031df2dda432814a2d5e2cf411502eb,Female,Yes,Bank transfer (automatic),1,2019-06-03,Yes,1997-02-09,,ES,45286,Internet,2023-01-31,51.25,DSL,Yes,Yes,No,Yes,0.0,Yes,2023-01-31,7,128.43,27
50458dcc7de8a7d419516c00551aaeee,Female,Yes,Credit card (automatic),1,2017-07-15,Yes,1987-04-28,2023-07-06,ES,05265,Internet,2023-01-31,102.45,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,3,43.7,37
505f2adb5484afdea8a96832bc9b7674,Male,No,Electronic check,0,2022-11-10,No,2007-09-27,2023-08-12,ES,50630,Phone,2023-01-31,79.0,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,4,57.78,17
506e0b288ee5b3292f335fbf6a4d3ad9,Female,No,Bank transfer (automatic),1,2020-01-11,Yes,1986-08-20,,ES,12584,Store,2023-01-31,19.2,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,10,222.1,38
50855db9280d024df96854beb36b6c86,Male,No,Mailed check,0,2020-10-14,No,1969-11-25,,ES,01177,Internet,2023-01-31,53.45,DSL,Yes,No,No,Yes,1.0,No,2023-01-31,11,256.36,55
5099becfbc54734d00551aabc09f3ec1,Male,Yes,Credit card (automatic),0,2020-07-02,Yes,1987-12-08,2023-03-21,ES,32377,Phone,2023-01-31,94.05,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,4,78.15,37
509a6406abb1d218311760e254f2f4e3,Male,Yes,Electronic check,0,2022-11-17,No,1979-12-09,2023-04-12,ES,30620,Phone,2023-01-31,79.85,Fiber optic,No,No,Yes,Yes,1.0,No,2023-01-31,2,28.15,45
50a30fa23ce1ec2d41da8477d743143d,Male,Yes,Mailed check,0,2020-06-22,Yes,1986-03-09,,ES,29070,Phone,2023-01-31,79.3,DSL,No,No,Yes,Yes,2.0,Yes,2023-01-31,9,144.27,38
50ac918096ae4016564df81f8ef080ec,Male,Yes,Credit card (automatic),0,2017-05-09,Yes,1986-03-24,,ES,35584,Phone,2023-01-31,90.8,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,32.01,38
50b317c6bd2f231f3a8cd0d97f5485fa,Male,Yes,Credit card (automatic),0,2021-08-19,No,2004-10-15,,ES,48006,Phone,2023-01-31,55.5,DSL,Yes,Yes,No,No,1.0,No,2023-01-31,8,115.65,20
50bec51e77122789095b7ad81524c168,Male,No,Bank transfer (automatic),1,2022-11-04,No,1984-09-15,,ES,40165,Phone,2023-01-31,60.95,DSL,Yes,Yes,No,No,2.0,No,2023-01-31,10,111.67,40
50c8be15243f3464f6e8f60cfdf0cffd,Male,Yes,Bank transfer (automatic),0,2017-11-01,Yes,1998-11-05,,ES,12142,Internet,2023-01-31,107.6,Fiber optic,No,No,Yes,Yes,2.0,Yes,2023-01-31,9,120.55,26
50d242274ca0e8ff244c47859832d3af,Male,No,Credit card (automatic),1,2017-05-08,Yes,1980-03-23,,ES,08381,Internet,2023-01-31,80.35,Fiber optic,Yes,No,Yes,No,1.0,No,2023-01-31,11,171.46,44
50eedfa6c9bc59c7858b05a77be66025,Female,Yes,Electronic check,2,2022-08-20,Yes,1964-10-20,2023-06-03,ES,36353,Store,2023-01-31,83.6,Fiber optic,No,Yes,No,No,1.0,Yes,2023-01-31,1,16.03,60
50f663fd4248775a358f3342c07ce464,Male,No,Electronic check,0,2022-10-28,No,1987-08-22,,ES,44447,Phone,2023-01-31,90.4,Fiber optic,No,Yes,Yes,No,1.0,Yes,2023-01-31,5,87.02,37
5101e90d1033f00325ddd5a37d5c6061,Female,Yes,Electronic check,0,2019-08-03,No,1963-05-23,,ES,46508,Phone,2023-01-31,104.4,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,14,179.66,61
51049dfd7ec0cff1990aff62efe52c07,Female,No,Electronic check,0,2022-08-05,No,1943-08-12,2023-05-04,ES,04003,Phone,2023-01-31,28.45,DSL,No,Yes,No,No,0.0,No,2023-01-31,4,71.16,81
510949d6f79d6c9a95871f8408e79400,Female,Yes,Bank transfer (automatic),1,2021-09-09,No,1984-09-10,,ES,18477,Internet,2023-01-31,19.3,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,14,178.64,40
510f29803eeeebb60456ba3421b9b828,Male,Yes,Electronic check,0,2021-10-12,No,1982-05-17,2023-03-10,ES,28557,Internet,2023-01-31,93.35,Fiber optic,No,No,No,No,2.0,Yes,2023-01-31,2,33.82,42
511cf35d38b577eecf9cc6e17c1c5857,Female,Yes,Electronic check,0,2022-04-28,No,2008-12-11,2023-07-08,ES,51066,Phone,2023-01-31,74.75,Fiber optic,No,No,No,No,2.0,No,2023-01-31,4,48.3,16
5122a90642fbd6ed56edcc842b43c1ad,Female,No,Electronic check,0,2022-02-04,No,1970-12-26,,ES,33113,Internet,2023-01-31,51.1,DSL,No,Yes,No,No,1.0,No,2023-01-31,10,217.98,54
512db1f3a512963153fafd7be2ee301d,Female,Yes,Mailed check,0,2018-09-15,Yes,1993-06-02,,ES,43020,Phone,2023-01-31,64.3,DSL,Yes,No,Yes,No,1.0,Yes,2023-01-31,14,145.39,31
512fd4c278c850bf41597e4aaadf65de,Female,No,Credit card (automatic),0,2019-07-23,No,2011-07-02,,ES,44307,Internet,2023-01-31,66.5,DSL,No,No,Yes,Yes,1.0,Yes,2023-01-31,13,151.82,13
513575479b26ee805850b5f80049fc6e,Female,Yes,Credit card (automatic),0,2021-06-22,No,1966-10-28,2023-07-18,ES,13644,Phone,2023-01-31,44.85,DSL,No,No,No,No,0.0,Yes,2023-01-31,3,36.88,58
5138af216556eb40cd60cdcd0844cf1d,Female,No,Bank transfer (automatic),0,2021-03-01,No,2010-11-08,,ES,29448,Internet,2023-01-31,20.85,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,6,85.4,14
51699edcc9027b3b11d746b6cef0f396,Male,Yes,Electronic check,0,2022-05-07,No,2004-02-21,,ES,33383,Phone,2023-01-31,74.85,Fiber optic,No,No,No,No,2.0,No,2023-01-31,6,144.58,20
516a1665a0d613dcdac627a3e702546b,Male,No,Mailed check,1,2020-08-25,No,2003-02-26,,ES,40258,Internet,2023-01-31,19.85,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,8,166.84,21
516dbb024b1ad51d6145341a830fbbea,Male,No,Electronic check,0,2019-03-13,No,1965-12-01,,ES,12415,Phone,2023-01-31,19.95,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,12,139.42,59
5171989e1b7a40a7495a7cd9883679a7,Female,No,Electronic check,0,2022-09-07,No,1980-01-26,,ES,50110,Phone,2023-01-31,50.7,DSL,No,No,No,No,2.0,No,2023-01-31,9,158.8,44
517282ab0d9a7bded79d52fac2858ab2,Female,No,Bank transfer (automatic),1,2020-12-01,No,1997-12-18,,ES,20601,Phone,2023-01-31,35.05,DSL,Yes,No,No,Yes,0.0,No,2023-01-31,5,115.62,27
517aa5da2b861fd3653321a329560354,Female,Yes,Mailed check,0,2021-11-12,No,1994-06-18,,ES,44343,Store,2023-01-31,54.25,DSL,No,Yes,No,No,2.0,No,2023-01-31,11,180.09,30
518d38ac6cfa00db2b229865501be11c,Female,Yes,Electronic check,0,2022-12-17,No,1954-06-04,2023-04-24,ES,05006,Store,2023-01-31,91.3,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,1,11.48,70
518fa39cfc9bf84ce27b622b8c66936e,Male,Yes,Electronic check,0,2022-06-20,No,1978-08-28,2023-08-09,ES,13292,Store,2023-01-31,99.8,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,4,52.81,46
51bc2805536f019c951de5c06dc831b0,Female,No,Electronic check,0,2021-10-27,No,1995-11-07,2023-04-22,ES,28234,Internet,2023-01-31,105.1,Fiber optic,Yes,No,Yes,Yes,1.0,Yes,2023-01-31,1,11.76,29
51c1184836dc8d8ab77917d9dcc0e59b,Male,Yes,Bank transfer (automatic),2,2021-03-05,Yes,2001-09-08,2023-07-15,ES,02551,Store,2023-01-31,67.5,DSL,Yes,No,Yes,Yes,1.0,Yes,2023-01-31,1,17.86,23
51c9c5f12e4fff9480e11ea612ac66e5,Female,No,Credit card (automatic),0,2017-09-02,Yes,1986-11-08,,ES,01196,Internet,2023-01-31,25.0,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,6,154.73,38
51d17ab1b97685504d964ab75d9fb65e,Male,Yes,Credit card (automatic),1,2022-06-14,Yes,1964-03-21,,ES,22367,Internet,2023-01-31,71.35,DSL,Yes,No,Yes,Yes,1.0,Yes,2023-01-31,6,135.25,60
51e5243313380952d9b702ffb93277b3,Male,Yes,Credit card (automatic),0,2020-06-14,Yes,1990-11-27,,ES,24326,Internet,2023-01-31,66.4,DSL,No,No,Yes,Yes,1.0,Yes,2023-01-31,12,163.58,34
5212fe97423b0d84a8143ae876808ada,Male,No,Bank transfer (automatic),2,2017-08-14,Yes,1978-04-22,2023-04-18,ES,15502,Internet,2023-01-31,108.65,Fiber optic,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,3,72.56,46
5231d66569091369e3daf6d51951ef7d,Male,No,Bank transfer (automatic),1,2017-01-22,Yes,1968-12-06,,ES,13217,Store,2023-01-31,105.25,Fiber optic,Yes,No,Yes,No,2.0,Yes,2023-01-31,7,75.48,56
523922bf63c819a9a582b754a6acdcb6,Male,Yes,Credit card (automatic),0,2022-04-06,No,1936-08-12,2023-03-24,ES,37455,Store,2023-01-31,99.45,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,3,54.85,88
524996b504ba6fbf43c6868d366386a8,Female,Yes,Electronic check,0,2020-12-03,Yes,1938-04-04,,ES,41033,Phone,2023-01-31,69.3,Fiber optic,No,No,No,No,1.0,No,2023-01-31,7,136.65,86
524b26f267e184b8d23089a15c820dcb,Male,No,Mailed check,0,2022-12-25,No,1979-01-16,,ES,12150,Store,2023-01-31,21.1,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,85.45,45
