customerid,gender,paperlessbilling,paymentmethod,children,contract_date,married,birth_date,churn_date,country,zipcode,contract_channel,billing_date,monthlycharges,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,phone_lines,streaming,date,tenure_months,tenure_penalty,age,probabilidad_churn,nivel_riesgo
361800dc0f7eb364e062c2b616f2346e,Male,No,Credit card (automatic),0,2018-09-09,No,1984-09-16,,ES,21097,Internet,2023-01-31,63.9,DSL,Yes,Yes,Yes,Yes,0.0,Yes,2023-01-31,4,45.47,40,0.8718239122850739,Muy Alto
5f95a1f76825f906779c363e967e0442,Female,Yes,Electronic check,0,2018-04-17,Yes,2010-09-19,,ES,20604,Store,2023-01-31,99.65,Fiber optic,Yes,No,No,No,2.0,Yes,2023-01-31,3,77.67,14,0.8716298814920235,Muy Alto
8f7beb3bd8e3d71db790b1316d647a1c,Male,Yes,Electronic check,0,2022-12-04,No,1980-12-05,,ES,32221,Phone,2023-01-31,89.25,Fiber optic,No,No,No,No,1.0,Yes,2023-01-31,6,74.49,44,0.8715238836728852,Muy Alto
441a1b07e2602f1bcacf3913a4eaee92,Male,Yes,Mailed check,0,2022-09-05,No,1999-02-16,,ES,28021,Internet,2023-01-31,55.3,DSL,No,No,No,No,1.0,Yes,2023-01-31,4,99.82,25,0.871440119292314,Muy Alto
95fab2733871b074c52b7628d3150312,Male,Yes,Credit card (automatic),1,2019-12-17,Yes,1994-04-04,,ES,28091,Store,2023-01-31,62.8,DSL,Yes,No,Yes,Yes,2.0,No,2023-01-31,3,44.32,30,0.8713583326197895,Muy Alto
df1fd20432da3bcde8877ee32ab12e38,Female,No,Credit card (automatic),0,2018-08-28,No,1966-06-02,,ES,36151,Phone,2023-01-31,19.85,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,51.88,58,0.871173729622587,Muy Alto
6645aecae02f015560bdf5c582a4a36e,Male,Yes,Credit card (automatic),1,2017-02-16,Yes,1993-06-16,,ES,2182,Internet,2023-01-31,66.85,DSL,Yes,Yes,No,Yes,2.0,No,2023-01-31,3,61.88,31,0.8710735861742145,Muy Alto
07c37f89cb707a8d12454a6de5b6ada1,Male,Yes,Electronic check,0,2022-09-10,No,1996-05-22,,ES,9345,Phone,2023-01-31,40.05,DSL,No,No,No,Yes,0.0,Yes,2023-01-31,4,102.21,28,0.8710017374135955,Muy Alto
f5c9a241d2199e578118370570108233,Male,No,Electronic check,0,2022-08-19,No,1998-07-27,,ES,36220,Phone,2023-01-31,105.3,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,3,64.63,26,0.870725263150443,Muy Alto
0471f727ac1047ddc4dcc514ecc4e099,Male,No,Bank transfer (automatic),0,2021-01-28,No,2003-05-21,,ES,9603,Store,2023-01-31,54.6,DSL,No,No,No,Yes,2.0,No,2023-01-31,3,32.01,21,0.870522858214427,Muy Alto
87e486abe92bf56ecbcf02050e04a964,Male,Yes,Bank transfer (automatic),0,2019-04-25,Yes,2001-11-16,,ES,42561,Store,2023-01-31,107.75,Fiber optic,No,Yes,Yes,No,2.0,Yes,2023-01-31,4,61.49,23,0.8701296873852494,Muy Alto
6cc9ac57aa33e415285d93077f84d916,Female,No,Electronic check,0,2020-02-05,No,1951-12-24,,ES,16397,Phone,2023-01-31,70.55,Fiber optic,No,No,No,No,1.0,No,2023-01-31,5,85.53,73,0.8696605606931882,Muy Alto
ba011d26cff8cd8c21f8576d8bb42108,Male,No,Credit card (automatic),0,2017-06-17,No,1963-02-07,,ES,4286,Phone,2023-01-31,25.1,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,3,56.24,61,0.8689936158058196,Muy Alto
ae8897b2ec41651f5ab66031db2fa823,Male,No,Electronic check,2,2017-02-02,Yes,1970-06-02,,ES,44087,Phone,2023-01-31,105.55,Fiber optic,Yes,No,Yes,No,2.0,Yes,2023-01-31,3,38.4,54,0.8688001133275906,Muy Alto
483c9463dd64103082b2bbbab7860c52,Female,No,Credit card (automatic),2,2021-12-16,No,2008-08-13,,ES,21186,Store,2023-01-31,88.95,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,57.79,16,0.8687502798171935,Muy Alto
765c6c38893726467bf430819e200f2f,Male,No,Bank transfer (automatic),0,2020-09-01,Yes,1974-04-07,,ES,12407,Phone,2023-01-31,76.55,Fiber optic,No,No,No,Yes,1.0,No,2023-01-31,4,69.2,50,0.8681799951197621,Muy Alto
6ac873929266dc3c21d8791d6944e783,Male,No,Bank transfer (automatic),1,2017-11-22,Yes,1995-07-10,,ES,22224,Phone,2023-01-31,115.55,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,31.13,29,0.8681609816974164,Muy Alto
8fb31193a39a872843217fcdcfaa1f8c,Male,Yes,Credit card (automatic),0,2022-10-16,No,2009-01-13,,ES,17450,Internet,2023-01-31,64.4,DSL,Yes,No,No,Yes,1.0,Yes,2023-01-31,3,63.76,15,0.8669780821116797,Muy Alto
f32a87acf37ef1a1ba4c268076a6a039,Female,Yes,Credit card (automatic),0,2017-03-16,Yes,1955-01-16,,ES,50428,Phone,2023-01-31,113.0,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,51.28,70,0.8660200941402938,Muy Alto
cf505a73ccafb53df38e0e88bcd54003,Male,No,Credit card (automatic),0,2022-08-17,No,1950-07-26,,ES,29511,Store,2023-01-31,45.4,DSL,No,No,Yes,Yes,0.0,Yes,2023-01-31,4,48.72,74,0.8653597486676982,Muy Alto
9d13b1e5d7cbbe20edd3fce74df88316,Male,No,Bank transfer (automatic),0,2020-12-16,No,1986-09-28,,ES,49541,Store,2023-01-31,81.75,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,42.59,38,0.864138334717952,Muy Alto
310a88d10f89678e8d99fb2fdf722a7b,Male,Yes,Electronic check,0,2022-02-22,No,1973-08-16,,ES,33603,Phone,2023-01-31,60.9,DSL,No,Yes,Yes,Yes,1.0,No,2023-01-31,3,71.44,51,0.8639194829936507,Muy Alto
3e97c2aa2d9e3ade399397f1c737beef,Female,No,Credit card (automatic),0,2017-01-22,Yes,2007-09-26,,ES,6267,Store,2023-01-31,112.1,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,51.06,17,0.8634449920204885,Muy Alto
5e572699eac645e1d89cb3d821b7be65,Male,Yes,Electronic check,0,2019-08-24,Yes,1998-07-07,,ES,9046,Internet,2023-01-31,19.75,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,46.1,26,0.862550977383162,Muy Alto
09d3f4055a1a011885238c5395270d5b,Female,Yes,Credit card (automatic),0,2019-02-25,Yes,1996-05-14,,ES,10388,Store,2023-01-31,66.05,DSL,Yes,No,Yes,No,1.0,Yes,2023-01-31,4,65.51,28,0.8623391896056998,Muy Alto
c301dd9cd90e181c8cebd93d94e2778b,Female,No,Mailed check,0,2019-10-02,Yes,1954-05-10,,ES,29320,Store,2023-01-31,99.1,Fiber optic,Yes,Yes,No,No,1.0,Yes,2023-01-31,4,62.73,70,0.8617243510373104,Muy Alto
1c933e4864d1729fc74f4716582b0243,Male,No,Credit card (automatic),0,2021-12-27,No,1964-09-26,,ES,14501,Store,2023-01-31,19.3,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,38.93,60,0.8615057446258938,Muy Alto
7fb02ee0f74f6ba8debce887c6484604,Male,Yes,Bank transfer (automatic),0,2017-02-27,Yes,1938-03-05,,ES,50210,Internet,2023-01-31,115.05,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,67.51,86,0.8612234946182624,Muy Alto
34ab650efc51260fc0f5ea18ee8b8570,Male,No,Electronic check,0,2019-07-14,No,1972-07-23,,ES,40479,Store,2023-01-31,25.05,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,3,60.06,52,0.8612215423352342,Muy Alto
f8874285eb9a2da8d85a3fe1e76ec7bd,Female,Yes,Credit card (automatic),0,2019-01-14,Yes,1968-08-14,,ES,27627,Store,2023-01-31,100.05,Fiber optic,No,No,Yes,Yes,1.0,Yes,2023-01-31,4,98.05,56,0.8601500798271356,Muy Alto
3db7824bf3531523e10f73b0eff80b3c,Female,Yes,Mailed check,0,2021-03-11,No,1947-12-03,,ES,37511,Phone,2023-01-31,69.75,DSL,Yes,No,Yes,Yes,1.0,Yes,2023-01-31,3,71.44,77,0.8600390574604233,Muy Alto
9c395ac4b0ff5fcaac9c02f9d3808a40,Female,Yes,Credit card (automatic),0,2019-12-09,No,1991-04-27,,ES,2449,Store,2023-01-31,78.9,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,53.79,33,0.8575686661499498,Muy Alto
88b63e9b96560812c05203a8d2ab2c0a,Male,Yes,Bank transfer (automatic),2,2018-11-08,Yes,1961-03-07,,ES,17078,Store,2023-01-31,75.15,DSL,Yes,Yes,Yes,No,2.0,Yes,2023-01-31,3,31.31,63,0.8568218923691279,Muy Alto
112f81a97681425b9be40e100d90b080,Female,No,Mailed check,0,2018-01-22,No,1985-07-07,,ES,19079,Phone,2023-01-31,25.0,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,3,48.79,39,0.8564351806001302,Muy Alto
1c2c35d0af77f396a592a883e37ed0f0,Female,No,Credit card (automatic),2,2017-06-26,Yes,2008-09-06,,ES,24005,Store,2023-01-31,106.7,Fiber optic,Yes,No,No,Yes,2.0,Yes,2023-01-31,3,36.81,16,0.8562777627750683,Muy Alto
bd5ae8b8ff25d706a18585859aa17ecf,Female,Yes,Credit card (automatic),0,2020-09-03,No,2008-08-22,,ES,2567,Store,2023-01-31,54.9,DSL,No,No,No,Yes,2.0,No,2023-01-31,3,37.55,16,0.8561323279637041,Muy Alto
2458cbc46fd108dc53bb3f2e2ce0f2d6,Female,Yes,Credit card (automatic),1,2017-01-02,Yes,1974-10-26,,ES,8579,Phone,2023-01-31,109.5,Fiber optic,Yes,Yes,Yes,Yes,1.0,Yes,2023-01-31,4,53.17,50,0.85595139938436,Muy Alto
ba320fd36a9f18ff676576f78cbcb44c,Male,No,Credit card (automatic),0,2022-01-01,No,1968-02-12,,ES,14577,Store,2023-01-31,20.05,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,36.26,56,0.8550624235978413,Muy Alto
4e2e1fdc365486bbd235e9413cdae681,Female,Yes,Credit card (automatic),0,2022-08-03,No,2008-07-28,,ES,40392,Phone,2023-01-31,50.95,DSL,No,Yes,No,No,0.0,Yes,2023-01-31,3,71.05,16,0.8548486720209679,Muy Alto
be4bb1ce8c03e4152a301d8a9c4b4424,Male,No,Bank transfer (automatic),1,2017-04-08,Yes,1977-12-13,,ES,22555,Phone,2023-01-31,86.9,DSL,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,3,42.14,47,0.8548025887001367,Muy Alto
498745c3a239a5be00d7a3951cdb2f0a,Male,Yes,Bank transfer (automatic),0,2022-12-05,No,2001-02-22,,ES,39214,Store,2023-01-31,19.65,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,46.51,23,0.8545381662301614,Muy Alto
b0241ab13293ffc1156be0e9a278c8f2,Female,No,Credit card (automatic),1,2022-02-22,Yes,1998-08-08,,ES,12249,Internet,2023-01-31,20.9,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,51.05,26,0.8545328442988952,Muy Alto
e07d501a169f5d0deef313d18c0f8b88,Male,Yes,Credit card (automatic),0,2017-03-09,Yes,1993-12-16,,ES,22568,Store,2023-01-31,74.8,DSL,Yes,No,Yes,Yes,2.0,Yes,2023-01-31,3,30.02,31,0.8544854749289551,Muy Alto
d5052abf2ef2f4d8f3ab6168b0282007,Female,Yes,Mailed check,1,2021-12-22,Yes,1988-05-22,,ES,4473,Phone,2023-01-31,20.45,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,41.43,36,0.8544765969542992,Muy Alto
5408f614eefaca19c4d88f1778aaac89,Female,Yes,Electronic check,2,2022-01-01,No,2009-08-27,,ES,36316,Internet,2023-01-31,76.6,Fiber optic,No,No,No,No,2.0,No,2023-01-31,5,72.53,15,0.8538640051422596,Muy Alto
6306635d2c35af478be3c75c35286963,Male,Yes,Credit card (automatic),0,2017-04-03,No,1993-05-21,,ES,27214,Phone,2023-01-31,81.5,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,57.92,31,0.8532987483154096,Muy Alto
6c43cce143209eda2099c15407f98994,Male,No,Bank transfer (automatic),0,2018-10-21,No,1956-04-12,,ES,24592,Store,2023-01-31,25.0,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,57.09,68,0.8522371491303208,Muy Alto
99d30c8cb3125245319fa72ae04b4735,Female,Yes,Credit card (automatic),0,2018-04-22,Yes,1996-11-22,,ES,39214,Phone,2023-01-31,70.35,DSL,Yes,Yes,No,Yes,1.0,Yes,2023-01-31,4,69.31,28,0.85200102152435,Muy Alto
0e4f4f6fd27a1888f0e3c8039b6cfc89,Male,Yes,Electronic check,0,2019-08-19,No,1983-07-28,,ES,24512,Store,2023-01-31,89.2,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,6,84.97,41,0.8519455986620542,Muy Alto
a12a654d0b3500f5dc9afda43d031088,Male,No,Credit card (automatic),0,2022-12-15,No,1965-07-22,,ES,23026,Phone,2023-01-31,20.55,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,47.44,59,0.8517969131551365,Muy Alto
53f8ebde0ac05b1d8023e46193b0a5a2,Female,No,Credit card (automatic),1,2017-12-01,Yes,1966-02-18,,ES,24124,Store,2023-01-31,19.75,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,46.75,58,0.8517498736492083,Muy Alto
07f419e327c5d0cd0f9475159a084b0d,Female,No,Mailed check,0,2021-08-10,Yes,1968-04-07,,ES,38463,Internet,2023-01-31,19.35,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,40.01,56,0.8512659322482534,Muy Alto
97f4b8e20e41fed4c7044fa940aa4c80,Female,No,Mailed check,0,2017-09-20,No,1987-02-05,,ES,12051,Store,2023-01-31,24.7,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,3,58.49,37,0.8512226516306495,Muy Alto
75b10b528658c9d7914334d2acacf5ef,Male,Yes,Credit card (automatic),0,2017-04-19,Yes,1977-09-17,,ES,5418,Store,2023-01-31,60.8,DSL,No,Yes,Yes,Yes,0.0,Yes,2023-01-31,3,56.16,47,0.850448352253281,Muy Alto
cda2cb57c4fcee761cf65e936eef01e9,Male,Yes,Mailed check,1,2017-01-15,Yes,1990-01-02,,ES,18610,Phone,2023-01-31,89.4,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,63.7,35,0.8502219128172337,Muy Alto
6c521db1ab05012aed46c8f7a4b56c9d,Male,No,Mailed check,0,2021-07-13,No,2010-11-04,,ES,48093,Internet,2023-01-31,56.25,DSL,Yes,No,No,No,2.0,No,2023-01-31,3,66.5,14,0.8499615027477581,Muy Alto
50ac918096ae4016564df81f8ef080ec,Male,Yes,Credit card (automatic),0,2017-05-09,Yes,1986-03-24,,ES,35584,Phone,2023-01-31,90.8,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,32.01,38,0.8495600746204875,Muy Alto
b6a7a067003e931f5ff5160251b397b5,Male,Yes,Electronic check,0,2022-02-18,No,1954-02-12,,ES,29143,Phone,2023-01-31,111.4,Fiber optic,No,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,58.17,70,0.8488039468424587,Muy Alto
f1700525c4f091459414facc0eccd7d8,Female,No,Bank transfer (automatic),1,2019-09-07,Yes,1975-01-21,,ES,46633,Store,2023-01-31,20.15,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,45.29,49,0.8476434796893808,Muy Alto
c185f4610890b0e11e9ef8a4cde3271f,Female,Yes,Credit card (automatic),0,2017-09-07,No,1977-05-25,,ES,7292,Internet,2023-01-31,86.4,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,52.4,47,0.8472424074007965,Muy Alto
982fff22cca06cb77cfd7fd04acb4d17,Male,No,Mailed check,0,2021-01-28,Yes,1966-07-07,,ES,32540,Phone,2023-01-31,19.75,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,47.39,58,0.8472224256212005,Muy Alto
08cb7e652db6227d99f74bbe1619f6e1,Male,No,Electronic check,0,2018-12-28,No,1993-11-24,,ES,43644,Internet,2023-01-31,98.7,Fiber optic,No,Yes,No,No,2.0,Yes,2023-01-31,4,88.35,31,0.846376659963931,Muy Alto
cb7e346f66f75b81eae04f628ec09bca,Male,No,Credit card (automatic),1,2018-09-04,No,1972-01-06,,ES,15103,Store,2023-01-31,19.65,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,2,28.37,53,0.846177840009038,Muy Alto
1834849e4134e8c88d692676b6556248,Female,No,Electronic check,0,2020-06-22,No,1992-06-12,,ES,17462,Store,2023-01-31,104.35,Fiber optic,Yes,Yes,No,No,2.0,Yes,2023-01-31,4,64.11,32,0.8458848641221154,Muy Alto
4b9b9515263ebb87a5af80bb226f7cb0,Female,Yes,Credit card (automatic),0,2018-03-18,Yes,2009-11-05,,ES,36074,Store,2023-01-31,110.65,Fiber optic,Yes,Yes,Yes,No,2.0,Yes,2023-01-31,4,66.82,15,0.8458223722117373,Muy Alto
96960640de483acdf4b943836c15ee6f,Male,Yes,Electronic check,0,2020-02-12,No,1949-12-26,,ES,4555,Internet,2023-01-31,73.0,DSL,No,No,Yes,Yes,1.0,Yes,2023-01-31,3,67.98,75,0.8440415940622937,Muy Alto
6d8708d632cdc82201cd5bdf8c2b12b7,Male,Yes,Electronic check,1,2021-03-19,Yes,1999-07-19,,ES,11414,Internet,2023-01-31,88.75,Fiber optic,No,No,Yes,No,2.0,Yes,2023-01-31,5,92.84,25,0.8438340590608935,Muy Alto
4db4848f7c9a0d8110fbc79f9b3a324b,Male,No,Electronic check,1,2017-06-11,Yes,1966-07-14,,ES,49114,Internet,2023-01-31,89.55,Fiber optic,Yes,Yes,No,Yes,2.0,No,2023-01-31,4,64.86,58,0.8438203729232352,Muy Alto
562b864ccd38c2f884c59007729df55d,Female,Yes,Bank transfer (automatic),0,2017-01-28,No,1985-01-18,,ES,30218,Internet,2023-01-31,111.6,Fiber optic,No,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,74.35,39,0.8436708234584865,Muy Alto
92c52a7c3166e16459df643011723154,Female,Yes,Electronic check,0,2018-08-06,Yes,1993-06-12,,ES,23578,Phone,2023-01-31,91.15,Fiber optic,No,No,No,Yes,2.0,Yes,2023-01-31,6,117.11,31,0.8429569537135033,Muy Alto
0b216571d19c722774b69d42ac7b1b29,Female,No,Credit card (automatic),0,2018-01-13,No,1990-09-18,,ES,4133,Store,2023-01-31,80.55,DSL,No,No,Yes,Yes,2.0,Yes,2023-01-31,3,50.96,34,0.8426998343777405,Muy Alto
39d77f3a7454e076c65c5501f3718f71,Male,Yes,Electronic check,2,2021-10-13,No,1970-01-19,,ES,32457,Store,2023-01-31,24.8,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,3,40.5,54,0.8422374605604158,Muy Alto
9f005bf021dc1fdb6bb022401d06d955,Male,No,Credit card (automatic),0,2022-02-09,No,1975-11-25,,ES,17624,Store,2023-01-31,45.2,DSL,No,No,No,No,1.0,No,2023-01-31,4,91.78,49,0.841094320845943,Muy Alto
def2a372dfa2770c51193025e3959dfb,Male,Yes,Electronic check,0,2022-05-04,No,1992-02-01,,ES,26289,Store,2023-01-31,66.7,DSL,Yes,No,Yes,No,1.0,Yes,2023-01-31,4,71.91,32,0.8410283736777266,Muy Alto
d2dfe2d27ef9e0f0b4cc1bcca0997002,Female,Yes,Bank transfer (automatic),2,2017-08-28,Yes,1994-02-25,,ES,12114,Store,2023-01-31,79.4,DSL,No,Yes,No,Yes,2.0,Yes,2023-01-31,4,51.07,30,0.8409617349408697,Muy Alto
44c6c429593e16d2913e1142daa495f8,Male,No,Credit card (automatic),0,2017-01-03,Yes,1966-03-02,,ES,13557,Phone,2023-01-31,114.45,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,68.65,58,0.8402724583095481,Muy Alto
13f714acb81c9da6f78f0e1e23a44301,Female,No,Electronic check,0,2021-11-26,No,1953-06-13,,ES,44385,Store,2023-01-31,78.85,Fiber optic,Yes,Yes,No,No,1.0,No,2023-01-31,3,76.18,71,0.8394895333278604,Muy Alto
395e42ab62c94dcc06af847a93d197ef,Male,No,Bank transfer (automatic),1,2019-01-11,Yes,2003-02-11,,ES,9369,Store,2023-01-31,26.3,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,56.38,21,0.8393415805071146,Muy Alto
cd8afcf88c804474630761ce7030a68d,Male,No,Electronic check,0,2019-03-26,Yes,1965-02-26,,ES,7153,Phone,2023-01-31,19.6,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,50.35,59,0.8385283845986085,Muy Alto
0515495c4cb5febd1a5e4bd4c62b2200,Female,Yes,Mailed check,0,2022-09-24,No,2008-09-27,,ES,16480,Store,2023-01-31,80.3,Fiber optic,No,Yes,No,No,2.0,No,2023-01-31,5,84.75,16,0.8367581147255387,Muy Alto
ab37d580fed554a40d1d1a21b9197a58,Male,Yes,Bank transfer (automatic),0,2017-01-24,No,1984-04-01,,ES,41592,Internet,2023-01-31,88.6,DSL,No,Yes,Yes,Yes,2.0,Yes,2023-01-31,4,49.98,40,0.8339464000699802,Muy Alto
2f41fc1b77e216aa433be0fb34aaee67,Female,Yes,Electronic check,0,2021-03-23,No,2003-01-09,,ES,47589,Internet,2023-01-31,50.35,DSL,No,Yes,No,No,0.0,Yes,2023-01-31,4,98.19,21,0.8338679945095919,Muy Alto
fc108276a609c22ca4b48f9162a5bbc7,Male,No,Bank transfer (automatic),0,2022-08-12,No,1941-03-25,,ES,35147,Store,2023-01-31,20.05,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,40.85,83,0.8315099371085769,Muy Alto
aef4642704790841a460e1b66ad4aef5,Male,No,Electronic check,0,2022-12-09,No,2004-08-28,,ES,11203,Phone,2023-01-31,47.95,DSL,Yes,No,No,No,1.0,No,2023-01-31,4,75.62,20,0.8313894111449476,Muy Alto
251f7413b1203cc23860652c0ae81814,Female,No,Mailed check,0,2017-06-23,Yes,1996-01-27,,ES,15226,Internet,2023-01-31,19.65,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,32.34,28,0.8306500970803864,Muy Alto
0c794bcc61ce8884121a933362182b5c,Female,No,Bank transfer (automatic),1,2021-05-24,Yes,1978-02-18,,ES,30027,Internet,2023-01-31,19.7,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,48.05,46,0.8305105065048598,Muy Alto
c8af98d2b591e13b4b520a05fc5c5753,Male,Yes,Credit card (automatic),1,2021-01-14,Yes,2007-12-12,,ES,34097,Internet,2023-01-31,20.8,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,64.22,17,0.8300846519883595,Muy Alto
70abc5ba159b5d8ce2dea8db39e3d75b,Female,Yes,Bank transfer (automatic),2,2017-01-25,Yes,1973-08-28,,ES,42462,Store,2023-01-31,71.45,DSL,Yes,No,Yes,No,2.0,Yes,2023-01-31,3,65.22,51,0.8299389995167534,Muy Alto
fb95a1dbd1105ed611e8a8a8708e3bdb,Male,Yes,Bank transfer (automatic),0,2019-10-07,Yes,1994-04-16,,ES,16607,Store,2023-01-31,20.45,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,34.95,30,0.8299204751664565,Muy Alto
e345832f8ebb79a12adcfe750ef883a3,Male,No,Electronic check,0,2018-11-07,Yes,1997-12-26,,ES,19504,Phone,2023-01-31,19.8,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,4,59.9,27,0.8290382160575934,Muy Alto
3f09571429f0179d913cfba7f93eec8e,Female,No,Credit card (automatic),0,2022-08-13,No,1970-11-10,,ES,16616,Phone,2023-01-31,20.55,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,65.05,54,0.8287296922633323,Muy Alto
7e1cf4273552ea0b226cdebb378fcead,Female,Yes,Electronic check,1,2017-01-09,Yes,1989-02-10,,ES,35034,Phone,2023-01-31,115.5,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,65.7,35,0.8272849340579793,Muy Alto
2c7481664fdde0445c2ff663c950e66e,Male,No,Mailed check,2,2021-11-27,No,1973-03-24,,ES,16497,Store,2023-01-31,19.95,No,No internet service,No internet service,No internet service,No internet service,1.0,No,2023-01-31,3,32.03,51,0.8272015985692083,Muy Alto
1f1f892ed47727d056fb87ac3b094b21,Female,No,Bank transfer (automatic),1,2018-12-24,Yes,2007-07-05,,ES,15074,Phone,2023-01-31,61.75,DSL,Yes,No,Yes,Yes,1.0,No,2023-01-31,3,65.92,17,0.8267533899882412,Muy Alto
b575a17ddd42a8db6c1d6f5c8f58eceb,Female,Yes,Electronic check,0,2017-09-02,Yes,1989-01-14,,ES,40099,Phone,2023-01-31,115.0,Fiber optic,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,67.17,35,0.8250443285912962,Muy Alto
a2072fad4bfbc41c654213da7e361c8a,Female,No,Mailed check,2,2017-09-12,Yes,1966-03-08,,ES,18178,Internet,2023-01-31,24.9,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,53.62,58,0.8247435422564997,Muy Alto
71b799b332b60dae1c508014c468aefd,Female,No,Credit card (automatic),0,2017-03-21,No,2011-12-24,,ES,7370,Internet,2023-01-31,26.05,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,40.21,13,0.8243845480116879,Muy Alto
eeb8a88e2d677c950c378ae87ef6ff05,Female,Yes,Electronic check,0,2022-01-14,Yes,1974-11-01,,ES,22485,Store,2023-01-31,51.25,DSL,No,Yes,No,No,1.0,No,2023-01-31,4,89.2,50,0.8240824337031509,Muy Alto
4517f8f7aaa76d4d3d82ab4ec51f9940,Female,No,Mailed check,1,2018-09-03,Yes,1965-06-12,,ES,40360,Store,2023-01-31,23.05,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,51.36,59,0.8240654093647217,Muy Alto
96b937916edd1feb3c50d63bd3bf2b12,Male,Yes,Mailed check,2,2018-05-25,No,1997-07-19,,ES,10511,Store,2023-01-31,24.8,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,57.06,27,0.8229010373821966,Muy Alto
3b7e86fd3d451149c2c8a154bc7a450c,Male,No,Credit card (automatic),1,2022-09-05,Yes,1978-08-08,,ES,43613,Internet,2023-01-31,24.1,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,52.2,46,0.8226497730259424,Muy Alto
269e260d1ca4fffaaec6086586fbd7d8,Female,No,Bank transfer (automatic),1,2017-01-26,Yes,1979-12-27,,ES,44592,Internet,2023-01-31,92.65,DSL,Yes,Yes,Yes,Yes,2.0,Yes,2023-01-31,3,47.0,45,0.8226187286016342,Muy Alto
75a281c1d513d43a7fe4137ca4392823,Male,No,Electronic check,1,2019-05-06,Yes,1969-09-25,,ES,30180,Internet,2023-01-31,24.85,No,No internet service,No internet service,No internet service,No internet service,2.0,No,2023-01-31,4,51.34,55,0.8222828783818329,Muy Alto
